Geography,concat_no_state
Mississippi,S.Orientation - Dont know
Mississippi,S.Orientation - LGB
Mississippi,S.Orientation - Hetero
Mississippi,SVI - High
Mississippi,SVI - Low
Mississippi,SVI - Moderate
Mississippi,SVI - Unknown
Mississippi,Non.Englsh.Language - No
Mississippi,Non.Englsh.Language - Yes
Mississippi,Work.School - No
Mississippi,Work.School - Unemployed
Mississippi,Work.School - Yes
Missouri,Age - 18 – 49
Missouri,Age - 50 – 64
Missouri,Age - 65+
Missouri,"Age.Race - 18 – 49, Black"
Missouri,"Age.Race - 18 – 49, Hispanic"
Missouri,"Age.Race - 18 – 49, Other"
Missouri,"Age.Race - 18 – 49, White"
Missouri,"Age.Race - 50 – 64, Black"
Missouri,"Age.Race - 50 – 64, White"
Missouri,"Age.Race - 65+, White"
Missouri,18+ Adults - 18+ Adults
Missouri,US.Born - US Born
Missouri,US.Born - Not US Born
Missouri,Fr.Fam.Vaccd - Many
Missouri,Fr.Fam.Vaccd - No_some
Missouri,Vacc.Info.Seek - Often.Sometimes
Missouri,Vacc.Info.Seek - Rarely.Never
Missouri,Covid.Concern - A little_not
Missouri,Covid.Concern - Very_Moderately
Missouri,Vaccine.Confiden - Not at all_Somewhat
Missouri,Vaccine.Confiden - Very
Missouri,Vaccine.Imprtnt - A little_not at all
Missouri,Vaccine.Imprtnt - Somewhat_very
Missouri,Disability - No
Missouri,Disability - Yes
Missouri,Ess.Wrkr.grp - Ess.Healthcare
Missouri,Ess.Wrkr.grp - Ess.Other
Missouri,Ess.Wrkr.grp - Frontline.Other
Missouri,Ess.Wrkr.grp - Not.Ess.Wrkr
Missouri,Ess.Wrkr.grp - School.Childcare
Missouri,Past.Covid - No
Missouri,Past.Covid - Yes
Missouri,G.Identity - Cisgender
Missouri,G.Identity - Dont know
Missouri,G.Identity - TG/Non bin
Missouri,Prim.Care.Providr.Status - No
Missouri,Prim.Care.Providr.Status - Yes
Missouri,Comorbidity - No
Missouri,Comorbidity - Yes
Missouri,Dr.Recommend.Boostr - No
Missouri,Dr.Recommend.Vacc - No
Missouri,Dr.Recommend.Vacc - Yes
Missouri,Insurance - Insured
Missouri,Insurance - Not insured
Missouri,Language - English
Missouri,Mask.Use - Always.Often
Missouri,Mask.Use - Occasional.Never
Missouri,Mental.Health - Excellent.Good
Missouri,Mental.Health - Fair.Poor
Missouri,Rural.Urban - Rural
Missouri,Rural.Urban - Suburban
Missouri,Rural.Urban - Urban
Missouri,Political - Democrat
Missouri,Political - None
Missouri,Political - Unknown
Missouri,Political - Republican
Missouri,Pov.Status - <$75k
Missouri,Pov.Status - >=$75k
Missouri,Pov.Status - Below poverty
Missouri,Pov.Status - Unknown
Missouri,Pregnancy - Not pregnant
Missouri,Race.4lvl - Black
Missouri,Race.4lvl - Hispanic
Missouri,Race.4lvl - Other
Missouri,Race.4lvl - White
Missouri,Flu.Vacc - No
Missouri,Flu.Vacc - Yes
Missouri,Past.Vaccin - No
Missouri,Past.Vaccin - Yes
Missouri,Racial.Equity - Better
Missouri,Racial.Equity - Dont know
Missouri,Racial.Equity - Equal
Missouri,Racial.Equity - Worse
Missouri,Sex - Female
Missouri,Sex - Male
Missouri,S.Orientation - Dont know
Missouri,S.Orientation - LGB
Missouri,S.Orientation - Hetero
Missouri,SVI - High
Missouri,SVI - Low
Missouri,SVI - Moderate
Missouri,SVI - Unknown
Missouri,Non.Englsh.Language - No
Missouri,Non.Englsh.Language - Yes
Missouri,Work.School - No
Missouri,Work.School - Unemployed
Missouri,Work.School - Yes
Montana,Age - 18 – 49
Montana,Age - 50 – 64
Montana,Age - 65+
Montana,"Age.Race - 18 – 49, Hispanic"
Montana,"Age.Race - 18 – 49, Other"
Montana,"Age.Race - 18 – 49, White"
Montana,"Age.Race - 50 – 64, Other"
Montana,"Age.Race - 50 – 64, White"
Montana,"Age.Race - 65+, White"
Montana,18+ Adults - 18+ Adults
Montana,US.Born - US Born
Montana,US.Born - Not US Born
Montana,Fr.Fam.Vaccd - Many
Montana,Fr.Fam.Vaccd - No_some
Montana,Vacc.Info.Seek - Often.Sometimes
Montana,Vacc.Info.Seek - Rarely.Never
Montana,Covid.Concern - A little_not
Montana,Covid.Concern - Very_Moderately
Montana,Vaccine.Confiden - Not at all_Somewhat
Montana,Vaccine.Confiden - Very
Montana,Vaccine.Imprtnt - A little_not at all
Montana,Vaccine.Imprtnt - Somewhat_very
Montana,Disability - No
Montana,Disability - Yes
Montana,Ess.Wrkr.grp - Ess.Healthcare
Montana,Ess.Wrkr.grp - Ess.Other
Montana,Ess.Wrkr.grp - Frontline.Other
Montana,Ess.Wrkr.grp - Not.Ess.Wrkr
Montana,Ess.Wrkr.grp - School.Childcare
Montana,Past.Covid - No
Montana,Past.Covid - Yes
Montana,G.Identity - Cisgender
Montana,G.Identity - Dont know
Montana,G.Identity - TG/Non bin
Montana,Prim.Care.Providr.Status - No
Montana,Prim.Care.Providr.Status - Yes
Montana,Comorbidity - No
Montana,Comorbidity - Yes
Montana,Dr.Recommend.Boostr - No
Montana,Dr.Recommend.Vacc - No
Montana,Dr.Recommend.Vacc - Yes
Montana,Insurance - Insured
Montana,Insurance - Not insured
Montana,Language - English
Montana,Mask.Use - Always.Often
Montana,Mask.Use - Occasional.Never
Montana,Mental.Health - Excellent.Good
Montana,Mental.Health - Fair.Poor
Montana,Rural.Urban - Rural
Montana,Rural.Urban - Suburban
Montana,Rural.Urban - Urban
Montana,Political - Democrat
Montana,Political - None
Montana,Political - Unknown
Montana,Political - Republican
Montana,Pov.Status - <$75k
Montana,Pov.Status - >=$75k
Montana,Pov.Status - Below poverty
Montana,Pov.Status - Unknown
Montana,Pregnancy - Not pregnant
Montana,Race.4lvl - Hispanic
Montana,Race.4lvl - Other
Montana,Race.4lvl - White
Montana,Flu.Vacc - No
Montana,Flu.Vacc - Yes
Montana,Past.Vaccin - No
Montana,Past.Vaccin - Yes
Montana,Racial.Equity - Better
Montana,Racial.Equity - Dont know
Montana,Racial.Equity - Equal
Montana,Racial.Equity - Worse
Montana,Sex - Female
Montana,Sex - Male
Montana,S.Orientation - Dont know
Montana,S.Orientation - LGB
Montana,S.Orientation - Hetero
Montana,SVI - High
Montana,SVI - Low
Montana,SVI - Moderate
Montana,SVI - Unknown
Montana,Non.Englsh.Language - No
Montana,Non.Englsh.Language - Yes
Montana,Work.School - No
Montana,Work.School - Unemployed
Montana,Work.School - Yes
Nebraska,Age - 18 – 49
Nebraska,Age - 50 – 64
Nebraska,Age - 65+
Nebraska,"Age.Race - 18 – 49, Hispanic"
Nebraska,"Age.Race - 18 – 49, Other"
Nebraska,"Age.Race - 18 – 49, White"
Nebraska,"Age.Race - 50 – 64, White"
Nebraska,"Age.Race - 65+, White"
Nebraska,18+ Adults - 18+ Adults
Nebraska,US.Born - US Born
Nebraska,US.Born - Not US Born
Nebraska,Fr.Fam.Vaccd - Many
Nebraska,Fr.Fam.Vaccd - No_some
Nebraska,Vacc.Info.Seek - Often.Sometimes
Nebraska,Vacc.Info.Seek - Rarely.Never
Nebraska,Covid.Concern - A little_not
Nebraska,Covid.Concern - Very_Moderately
Nebraska,Vaccine.Confiden - Not at all_Somewhat
Nebraska,Vaccine.Confiden - Very
Nebraska,Vaccine.Imprtnt - A little_not at all
Nebraska,Vaccine.Imprtnt - Somewhat_very
Nebraska,Disability - No
Nebraska,Disability - Yes
Nebraska,Ess.Wrkr.grp - Ess.Healthcare
Nebraska,Ess.Wrkr.grp - Ess.Other
Nebraska,Ess.Wrkr.grp - Frontline.Other
Nebraska,Ess.Wrkr.grp - Not.Ess.Wrkr
Nebraska,Ess.Wrkr.grp - School.Childcare
Nebraska,Past.Covid - No
Nebraska,Past.Covid - Yes
Nebraska,G.Identity - Cisgender
Nebraska,G.Identity - Dont know
Nebraska,G.Identity - TG/Non bin
Nebraska,Prim.Care.Providr.Status - No
Nebraska,Prim.Care.Providr.Status - Yes
Nebraska,Comorbidity - No
Nebraska,Comorbidity - Yes
Nebraska,Dr.Recommend.Boostr - No
Nebraska,Dr.Recommend.Vacc - No
Nebraska,Dr.Recommend.Vacc - Yes
Nebraska,Insurance - Insured
Nebraska,Insurance - Not insured
Nebraska,Language - English
Nebraska,Language - Spanish
Nebraska,Mask.Use - Always.Often
Nebraska,Mask.Use - Occasional.Never
Nebraska,Mental.Health - Excellent.Good
Nebraska,Mental.Health - Fair.Poor
Nebraska,Rural.Urban - Rural
Nebraska,Rural.Urban - Suburban
Nebraska,Rural.Urban - Urban
Nebraska,Political - Democrat
Nebraska,Political - None
Nebraska,Political - Unknown
Nebraska,Political - Republican
Nebraska,Pov.Status - <$75k
Nebraska,Pov.Status - >=$75k
Nebraska,Pov.Status - Below poverty
Nebraska,Pov.Status - Unknown
Nebraska,Pregnancy - Not pregnant
Nebraska,Race.4lvl - Black
Nebraska,Race.4lvl - Hispanic
Nebraska,Race.4lvl - Other
Nebraska,Race.4lvl - White
Nebraska,Flu.Vacc - No
Nebraska,Flu.Vacc - Yes
Nebraska,Past.Vaccin - No
Nebraska,Past.Vaccin - Yes
Nebraska,Racial.Equity - Better
Nebraska,Racial.Equity - Dont know
Nebraska,Racial.Equity - Equal
Nebraska,Sex - Female
Nebraska,Sex - Male
Nebraska,S.Orientation - Dont know
Nebraska,S.Orientation - LGB
Nebraska,S.Orientation - Hetero
Nebraska,SVI - High
Nebraska,SVI - Low
Nebraska,SVI - Moderate
Nebraska,SVI - Unknown
Nebraska,Non.Englsh.Language - No
Nebraska,Non.Englsh.Language - Yes
Nebraska,Work.School - No
Nebraska,Work.School - Unemployed
Nebraska,Work.School - Yes
Nevada,Age - 18 – 49
Nevada,Age - 50 – 64
Nevada,Age - 65+
Nevada,"Age.Race - 18 – 49, Black"
Nevada,"Age.Race - 18 – 49, Hispanic"
Nevada,"Age.Race - 18 – 49, Other"
Nevada,"Age.Race - 18 – 49, White"
Nevada,"Age.Race - 50 – 64, Black"
Nevada,"Age.Race - 50 – 64, Hispanic"
Nevada,"Age.Race - 50 – 64, Other"
Nevada,"Age.Race - 50 – 64, White"
Nevada,"Age.Race - 65+, Black"
Nevada,"Age.Race - 65+, Hispanic"
Nevada,"Age.Race - 65+, White"
Nevada,18+ Adults - 18+ Adults
Nevada,US.Born - US Born
Nevada,US.Born - Not US Born
Nevada,Fr.Fam.Vaccd - Many
Nevada,Fr.Fam.Vaccd - No_some
Nevada,Vacc.Info.Seek - Often.Sometimes
Nevada,Vacc.Info.Seek - Rarely.Never
Nevada,Covid.Concern - A little_not
Nevada,Covid.Concern - Very_Moderately
Nevada,Vaccine.Confiden - Not at all_Somewhat
Nevada,Vaccine.Confiden - Very
Nevada,Vaccine.Imprtnt - A little_not at all
Nevada,Vaccine.Imprtnt - Somewhat_very
Nevada,Disability - No
Nevada,Disability - Yes
Nevada,Ess.Wrkr.grp - Ess.Healthcare
Nevada,Ess.Wrkr.grp - Ess.Other
Nevada,Ess.Wrkr.grp - Frontline.Other
Nevada,Ess.Wrkr.grp - Not.Ess.Wrkr
Nevada,Ess.Wrkr.grp - School.Childcare
Nevada,Past.Covid - No
Nevada,Past.Covid - Yes
Nevada,G.Identity - Cisgender
Nevada,G.Identity - Dont know
Nevada,G.Identity - TG/Non bin
Nevada,Prim.Care.Providr.Status - No
Nevada,Prim.Care.Providr.Status - Yes
Nevada,Comorbidity - No
Nevada,Comorbidity - Yes
Nevada,Dr.Recommend.Boostr - No
Nevada,Dr.Recommend.Vacc - No
Nevada,Dr.Recommend.Vacc - Yes
Nevada,Insurance - Insured
Nevada,Insurance - Not insured
Nevada,Language - English
Nevada,Language - Spanish
Nevada,Mask.Use - Always.Often
Nevada,Mask.Use - Occasional.Never
Nevada,Mental.Health - Excellent.Good
Nevada,Mental.Health - Fair.Poor
Nevada,Rural.Urban - Rural
Nevada,Rural.Urban - Suburban
Nevada,Rural.Urban - Urban
Nevada,Political - Democrat
Nevada,Political - None
Nevada,Political - Unknown
Nevada,Political - Republican
Nevada,Pov.Status - <$75k
Nevada,Pov.Status - >=$75k
Nevada,Pov.Status - Below poverty
Nevada,Pov.Status - Unknown
Nevada,Pregnancy - Not pregnant
Nevada,Race.4lvl - Black
Nevada,Race.4lvl - Hispanic
Nevada,Race.4lvl - Other
Nevada,Race.4lvl - White
Nevada,Flu.Vacc - No
Nevada,Flu.Vacc - Yes
Nevada,Past.Vaccin - No
Nevada,Past.Vaccin - Yes
Nevada,Racial.Equity - Better
Nevada,Racial.Equity - Dont know
Nevada,Racial.Equity - Equal
Nevada,Racial.Equity - Worse
Nevada,Sex - Female
Nevada,Sex - Male
Nevada,S.Orientation - Dont know
Nevada,S.Orientation - LGB
Nevada,S.Orientation - Hetero
Nevada,SVI - High
Nevada,SVI - Low
Nevada,SVI - Moderate
Nevada,SVI - Unknown
Nevada,Non.Englsh.Language - No
Nevada,Non.Englsh.Language - Yes
Nevada,Work.School - No
Nevada,Work.School - Unemployed
Nevada,Work.School - Yes
New Hampshire,Age - 18 – 49
New Hampshire,Age - 50 – 64
New Hampshire,Age - 65+
New Hampshire,"Age.Race - 18 – 49, Hispanic"
New Hampshire,"Age.Race - 18 – 49, Other"
New Hampshire,"Age.Race - 18 – 49, White"
New Hampshire,"Age.Race - 50 – 64, White"
New Hampshire,"Age.Race - 65+, White"
New Hampshire,18+ Adults - 18+ Adults
New Hampshire,US.Born - US Born
New Hampshire,US.Born - Not US Born
New Hampshire,Fr.Fam.Vaccd - Many
New Hampshire,Fr.Fam.Vaccd - No_some
New Hampshire,Vacc.Info.Seek - Often.Sometimes
New Hampshire,Vacc.Info.Seek - Rarely.Never
New Hampshire,Covid.Concern - A little_not
New Hampshire,Covid.Concern - Very_Moderately
New Hampshire,Vaccine.Confiden - Not at all_Somewhat
New Hampshire,Vaccine.Confiden - Very
New Hampshire,Vaccine.Imprtnt - A little_not at all
New Hampshire,Vaccine.Imprtnt - Somewhat_very
New Hampshire,Disability - No
New Hampshire,Disability - Yes
New Hampshire,Ess.Wrkr.grp - Ess.Healthcare
New Hampshire,Ess.Wrkr.grp - Ess.Other
New Hampshire,Ess.Wrkr.grp - Frontline.Other
New Hampshire,Ess.Wrkr.grp - Not.Ess.Wrkr
New Hampshire,Ess.Wrkr.grp - School.Childcare
New Hampshire,Past.Covid - No
New Hampshire,Past.Covid - Yes
New Hampshire,G.Identity - Cisgender
New Hampshire,G.Identity - Dont know
New Hampshire,G.Identity - TG/Non bin
New Hampshire,Prim.Care.Providr.Status - No
New Hampshire,Prim.Care.Providr.Status - Yes
New Hampshire,Comorbidity - No
New Hampshire,Comorbidity - Yes
New Hampshire,Dr.Recommend.Boostr - No
New Hampshire,Dr.Recommend.Vacc - No
New Hampshire,Dr.Recommend.Vacc - Yes
New Hampshire,Insurance - Insured
New Hampshire,Insurance - Not insured
New Hampshire,Language - English
New Hampshire,Mask.Use - Always.Often
New Hampshire,Mask.Use - Occasional.Never
New Hampshire,Mental.Health - Excellent.Good
New Hampshire,Mental.Health - Fair.Poor
New Hampshire,Rural.Urban - Rural
New Hampshire,Rural.Urban - Suburban
New Hampshire,Rural.Urban - Urban
New Hampshire,Political - Democrat
New Hampshire,Political - None
New Hampshire,Political - Unknown
New Hampshire,Pov.Status - <$75k
New Hampshire,Pov.Status - >=$75k
New Hampshire,Pov.Status - Below poverty
New Hampshire,Pov.Status - Unknown
New Hampshire,Pregnancy - Not pregnant
New Hampshire,Race.4lvl - Hispanic
New Hampshire,Race.4lvl - Other
New Hampshire,Race.4lvl - White
New Hampshire,Flu.Vacc - No
New Hampshire,Flu.Vacc - Yes
New Hampshire,Past.Vaccin - No
New Hampshire,Past.Vaccin - Yes
New Hampshire,Racial.Equity - Better
New Hampshire,Racial.Equity - Dont know
New Hampshire,Racial.Equity - Equal
New Hampshire,Racial.Equity - Worse
New Hampshire,Sex - Female
New Hampshire,Sex - Male
New Hampshire,S.Orientation - Dont know
New Hampshire,S.Orientation - LGB
New Hampshire,S.Orientation - Hetero
New Hampshire,SVI - Low
New Hampshire,SVI - Moderate
New Hampshire,SVI - Unknown
New Hampshire,Non.Englsh.Language - No
New Hampshire,Non.Englsh.Language - Yes
New Hampshire,Work.School - No
New Hampshire,Work.School - Unemployed
New Hampshire,Work.School - Yes
New Jersey,Age - 18 – 49
New Jersey,Age - 50 – 64
New Jersey,Age - 65+
New Jersey,"Age.Race - 18 – 49, Black"
New Jersey,"Age.Race - 18 – 49, Hispanic"
New Jersey,"Age.Race - 18 – 49, Other"
New Jersey,"Age.Race - 18 – 49, White"
New Jersey,"Age.Race - 50 – 64, Black"
New Jersey,"Age.Race - 50 – 64, Hispanic"
New Jersey,"Age.Race - 50 – 64, White"
New Jersey,"Age.Race - 65+, Black"
New Jersey,"Age.Race - 65+, White"
New Jersey,18+ Adults - 18+ Adults
New Jersey,US.Born - US Born
New Jersey,US.Born - Not US Born
New Jersey,Fr.Fam.Vaccd - Many
New Jersey,Fr.Fam.Vaccd - No_some
New Jersey,Vacc.Info.Seek - Often.Sometimes
New Jersey,Vacc.Info.Seek - Rarely.Never
New Jersey,Covid.Concern - A little_not
New Jersey,Covid.Concern - Very_Moderately
New Jersey,Vaccine.Confiden - Not at all_Somewhat
New Jersey,Vaccine.Confiden - Very
New Jersey,Vaccine.Imprtnt - A little_not at all
New Jersey,Vaccine.Imprtnt - Somewhat_very
New Jersey,Disability - No
New Jersey,Disability - Yes
New Jersey,Ess.Wrkr.grp - Ess.Healthcare
New Jersey,Ess.Wrkr.grp - Ess.Other
New Jersey,Ess.Wrkr.grp - Frontline.Other
New Jersey,Ess.Wrkr.grp - Not.Ess.Wrkr
New Jersey,Ess.Wrkr.grp - School.Childcare
New Jersey,Past.Covid - No
New Jersey,Past.Covid - Yes
New Jersey,G.Identity - Cisgender
New Jersey,G.Identity - Dont know
New Jersey,G.Identity - TG/Non bin
New Jersey,Prim.Care.Providr.Status - No
New Jersey,Prim.Care.Providr.Status - Yes
New Jersey,Comorbidity - No
New Jersey,Comorbidity - Yes
New Jersey,Dr.Recommend.Boostr - No
New Jersey,Dr.Recommend.Vacc - No
New Jersey,Dr.Recommend.Vacc - Yes
New Jersey,Insurance - Insured
New Jersey,Insurance - Not insured
New Jersey,Language - English
New Jersey,Language - Spanish
New Jersey,Mask.Use - Always.Often
New Jersey,Mask.Use - Occasional.Never
New Jersey,Mental.Health - Excellent.Good
New Jersey,Mental.Health - Fair.Poor
New Jersey,Rural.Urban - Suburban
New Jersey,Rural.Urban - Urban
New Jersey,Political - Democrat
New Jersey,Political - None
New Jersey,Political - Unknown
New Jersey,Political - Republican
New Jersey,Pov.Status - <$75k
New Jersey,Pov.Status - >=$75k
New Jersey,Pov.Status - Below poverty
New Jersey,Pov.Status - Unknown
New Jersey,Pregnancy - Not pregnant
New Jersey,Race.4lvl - Black
New Jersey,Race.4lvl - Hispanic
New Jersey,Race.4lvl - Other
New Jersey,Race.4lvl - White
New Jersey,Flu.Vacc - No
New Jersey,Flu.Vacc - Yes
New Jersey,Past.Vaccin - No
New Jersey,Past.Vaccin - Yes
New Jersey,Racial.Equity - Better
New Jersey,Racial.Equity - Dont know
New Jersey,Racial.Equity - Equal
New Jersey,Racial.Equity - Worse
New Jersey,Sex - Female
New Jersey,Sex - Male
New Jersey,S.Orientation - Dont know
New Jersey,S.Orientation - LGB
New Jersey,S.Orientation - Hetero
New Jersey,SVI - High
New Jersey,SVI - Low
New Jersey,SVI - Moderate
New Jersey,SVI - Unknown
New Jersey,Non.Englsh.Language - No
New Jersey,Non.Englsh.Language - Yes
New Jersey,Work.School - No
New Jersey,Work.School - Unemployed
New Jersey,Work.School - Yes
New Mexico,Age - 18 – 49
New Mexico,Age - 50 – 64
New Mexico,Age - 65+
New Mexico,"Age.Race - 18 – 49, Hispanic"
New Mexico,"Age.Race - 18 – 49, Other"
New Mexico,"Age.Race - 18 – 49, White"
New Mexico,"Age.Race - 50 – 64, Hispanic"
New Mexico,"Age.Race - 50 – 64, Other"
New Mexico,"Age.Race - 50 – 64, White"
New Mexico,"Age.Race - 65+, Hispanic"
New Mexico,"Age.Race - 65+, White"
New Mexico,18+ Adults - 18+ Adults
New Mexico,US.Born - US Born
New Mexico,US.Born - Not US Born
New Mexico,Fr.Fam.Vaccd - Many
New Mexico,Fr.Fam.Vaccd - No_some
New Mexico,Vacc.Info.Seek - Often.Sometimes
New Mexico,Vacc.Info.Seek - Rarely.Never
New Mexico,Covid.Concern - A little_not
New Mexico,Covid.Concern - Very_Moderately
New Mexico,Vaccine.Confiden - Not at all_Somewhat
New Mexico,Vaccine.Confiden - Very
New Mexico,Vaccine.Imprtnt - A little_not at all
New Mexico,Vaccine.Imprtnt - Somewhat_very
New Mexico,Disability - No
New Mexico,Disability - Yes
New Mexico,Ess.Wrkr.grp - Ess.Healthcare
New Mexico,Ess.Wrkr.grp - Ess.Other
New Mexico,Ess.Wrkr.grp - Frontline.Other
New Mexico,Ess.Wrkr.grp - Not.Ess.Wrkr
New Mexico,Ess.Wrkr.grp - School.Childcare
New Mexico,Past.Covid - No
New Mexico,Past.Covid - Yes
New Mexico,G.Identity - Cisgender
New Mexico,G.Identity - Dont know
New Mexico,G.Identity - TG/Non bin
New Mexico,Prim.Care.Providr.Status - No
New Mexico,Prim.Care.Providr.Status - Yes
New Mexico,Comorbidity - No
New Mexico,Comorbidity - Yes
New Mexico,Dr.Recommend.Boostr - No
New Mexico,Dr.Recommend.Vacc - No
New Mexico,Dr.Recommend.Vacc - Yes
New Mexico,Insurance - Insured
New Mexico,Insurance - Not insured
New Mexico,Language - English
New Mexico,Language - Spanish
New Mexico,Mask.Use - Always.Often
New Mexico,Mask.Use - Occasional.Never
New Mexico,Mental.Health - Excellent.Good
New Mexico,Mental.Health - Fair.Poor
New Mexico,Rural.Urban - Rural
New Mexico,Rural.Urban - Suburban
New Mexico,Rural.Urban - Urban
New Mexico,Political - Democrat
New Mexico,Political - None
New Mexico,Political - Unknown
New Mexico,Political - Republican
New Mexico,Pov.Status - <$75k
New Mexico,Pov.Status - >=$75k
New Mexico,Pov.Status - Below poverty
New Mexico,Pov.Status - Unknown
New Mexico,Pregnancy - Breastfeeding
New Mexico,Pregnancy - Not pregnant
New Mexico,Race.4lvl - Black
New Mexico,Race.4lvl - Hispanic
New Mexico,Race.4lvl - Other
New Mexico,Race.4lvl - White
New Mexico,Flu.Vacc - No
New Mexico,Flu.Vacc - Yes
New Mexico,Past.Vaccin - No
New Mexico,Past.Vaccin - Yes
New Mexico,Racial.Equity - Better
New Mexico,Racial.Equity - Dont know
New Mexico,Racial.Equity - Equal
New Mexico,Racial.Equity - Worse
New Mexico,Sex - Female
New Mexico,Sex - Male
New Mexico,S.Orientation - Dont know
New Mexico,S.Orientation - LGB
New Mexico,S.Orientation - Hetero
New Mexico,SVI - High
New Mexico,SVI - Low
New Mexico,SVI - Moderate
New Mexico,SVI - Unknown
New Mexico,Non.Englsh.Language - No
New Mexico,Non.Englsh.Language - Yes
New Mexico,Work.School - No
New Mexico,Work.School - Unemployed
New Mexico,Work.School - Yes
New York,Age - 18 – 49
New York,Age - 50 – 64
New York,Age - 65+
New York,"Age.Race - 18 – 49, Black"
New York,"Age.Race - 18 – 49, Hispanic"
New York,"Age.Race - 18 – 49, Other"
New York,"Age.Race - 18 – 49, White"
New York,"Age.Race - 50 – 64, Black"
New York,"Age.Race - 50 – 64, Hispanic"
New York,"Age.Race - 50 – 64, Other"
New York,"Age.Race - 50 – 64, White"
New York,"Age.Race - 65+, Black"
New York,"Age.Race - 65+, Hispanic"
New York,"Age.Race - 65+, Other"
New York,"Age.Race - 65+, White"
New York,18+ Adults - 18+ Adults
New York,US.Born - US Born
New York,US.Born - Not US Born
New York,Fr.Fam.Vaccd - Many
New York,Fr.Fam.Vaccd - No_some
New York,Vacc.Info.Seek - Often.Sometimes
New York,Vacc.Info.Seek - Rarely.Never
New York,Covid.Concern - A little_not
New York,Covid.Concern - Very_Moderately
New York,Vaccine.Confiden - Not at all_Somewhat
New York,Vaccine.Confiden - Very
New York,Vaccine.Imprtnt - A little_not at all
New York,Vaccine.Imprtnt - Somewhat_very
New York,Disability - No
New York,Disability - Yes
New York,Ess.Wrkr.grp - Ess.Healthcare
New York,Ess.Wrkr.grp - Ess.Other
New York,Ess.Wrkr.grp - Frontline.Other
New York,Ess.Wrkr.grp - Not.Ess.Wrkr
New York,Ess.Wrkr.grp - School.Childcare
New York,Past.Covid - No
New York,Past.Covid - Yes
New York,G.Identity - Cisgender
New York,G.Identity - Dont know
New York,G.Identity - TG/Non bin
New York,Prim.Care.Providr.Status - No
New York,Prim.Care.Providr.Status - Yes
New York,Comorbidity - No
New York,Comorbidity - Yes
New York,Dr.Recommend.Boostr - No
New York,Dr.Recommend.Vacc - No
New York,Dr.Recommend.Vacc - Yes
New York,Insurance - Insured
New York,Insurance - Not insured
New York,Language - English
New York,Language - Other
New York,Language - Spanish
New York,Mask.Use - Always.Often
New York,Mask.Use - Occasional.Never
New York,Mental.Health - Excellent.Good
New York,Mental.Health - Fair.Poor
New York,Rural.Urban - Rural
New York,Rural.Urban - Suburban
New York,Rural.Urban - Urban
New York,Political - Democrat
New York,Political - None
New York,Political - Unknown
New York,Political - Republican
New York,Pov.Status - <$75k
New York,Pov.Status - >=$75k
New York,Pov.Status - Below poverty
New York,Pov.Status - Unknown
New York,Pregnancy - Breastfeeding
New York,Pregnancy - Not pregnant
New York,Pregnancy - Trying to get pregnant
New York,Race.4lvl - Black
New York,Race.4lvl - Hispanic
New York,Race.4lvl - Other
New York,Race.4lvl - White
New York,Flu.Vacc - No
New York,Flu.Vacc - Yes
New York,Past.Vaccin - No
New York,Past.Vaccin - Yes
New York,Racial.Equity - Better
New York,Racial.Equity - Dont know
New York,Racial.Equity - Equal
New York,Racial.Equity - Worse
New York,Sex - Female
New York,Sex - Male
New York,S.Orientation - Dont know
New York,S.Orientation - LGB
New York,S.Orientation - Hetero
New York,SVI - High
New York,SVI - Low
New York,SVI - Moderate
New York,SVI - Unknown
New York,Non.Englsh.Language - No
New York,Non.Englsh.Language - Yes
New York,Work.School - No
New York,Work.School - Unemployed
New York,Work.School - Yes
North Carolina,Age - 18 – 49
North Carolina,Age - 50 – 64
North Carolina,Age - 65+
North Carolina,"Age.Race - 18 – 49, Black"
North Carolina,"Age.Race - 18 – 49, Hispanic"
North Carolina,"Age.Race - 18 – 49, Other"
North Carolina,"Age.Race - 18 – 49, White"
North Carolina,"Age.Race - 50 – 64, Black"
North Carolina,"Age.Race - 50 – 64, Hispanic"
North Carolina,"Age.Race - 50 – 64, White"
North Carolina,"Age.Race - 65+, Black"
North Carolina,"Age.Race - 65+, White"
North Carolina,18+ Adults - 18+ Adults
North Carolina,US.Born - US Born
North Carolina,US.Born - Not US Born
North Carolina,Fr.Fam.Vaccd - Many
North Carolina,Fr.Fam.Vaccd - No_some
North Carolina,Vacc.Info.Seek - Often.Sometimes
North Carolina,Vacc.Info.Seek - Rarely.Never
North Carolina,Covid.Concern - A little_not
North Carolina,Covid.Concern - Very_Moderately
North Carolina,Vaccine.Confiden - Not at all_Somewhat
North Carolina,Vaccine.Confiden - Very
North Carolina,Vaccine.Imprtnt - A little_not at all
North Carolina,Vaccine.Imprtnt - Somewhat_very
North Carolina,Disability - No
North Carolina,Disability - Yes
North Carolina,Ess.Wrkr.grp - Ess.Healthcare
North Carolina,Ess.Wrkr.grp - Ess.Other
North Carolina,Ess.Wrkr.grp - Frontline.Other
North Carolina,Ess.Wrkr.grp - Not.Ess.Wrkr
North Carolina,Ess.Wrkr.grp - School.Childcare
North Carolina,Past.Covid - No
North Carolina,Past.Covid - Yes
North Carolina,G.Identity - Cisgender
North Carolina,G.Identity - Dont know
North Carolina,G.Identity - TG/Non bin
North Carolina,Prim.Care.Providr.Status - No
